,name,phone number,address
2018,한신리틀어린이집,02-476-5345,"서울특별시 강동구 구천면로42길 16 ,1동 104호(천호동, 한신아파트) (천호제1동)"
2019,중앙대학교의료원 어린이집,02-6332-0998,"서울특별시 동작구 흑석한강로 27 ,(흑석동 336) 흑석한강푸르지오 상가D동 B102 (흑석동)"
2020,혜원어린이집,02-402-3927,"서울특별시 송파구 거마로20길 8 ,(마천동) (마천2동)"
2021,세나어린이집,02-376-7600,서울특별시 서대문구 증가로 197-18 (북가좌제2동)
2022,꿈이열리는어린이집,02-375-0079,"서울특별시 은평구 증산로 285 ,101동 106호(증산동, 증산중앙하이츠) (증산동)"
2023,LG전자구로어린이집,02-868-1410,서울특별시 구로구 가마산로 95 (구로제1동)
2024,해사랑어린이집,02-812-9464,"서울특별시 동작구 흑석한강로 12 ,흑석동, 한강센트레빌 관리동 (흑석동)"
2025,꿈이룸어린이집,02-873-3387,"서울특별시 동작구 상도로34길 42 ,동원 베네스트 (상도제2동)"
2026,삼성영재어린이집,02-2212-1212,"서울특별시 동대문구 전농로 192 ,삼성아파트 단지내 (전농동) (전농제2동)"
2027,상계5동보듬이나눔이어린이집,02-932-1077,서울특별시 노원구 한글비석로39길 16-5 (상계5동)
2028,솔바람어린이집,02-477-1652,"서울특별시 송파구 풍성로20길 3 ,(풍납동) (풍납2동)"
2029,앙팡어린이집,02-969-5141,"서울특별시 동대문구 홍릉로10길 18 ,(청량리동) (청량리동)"
2030,초록어린이집,02-6414-2334,"서울특별시 동작구 동작대로29길 119 ,102동 110호(사당동, 극동) (사당제2동)"
2031,하나어린이집,02-401-7279,"서울특별시 송파구 송파대로32길 8 ,5동 103호(가락동, 가락우성아파트) (가락본동)"
2032,예쁜어린이집,02-596-6466,"서울특별시 서초구 서초중앙로29길 16-8 ,A동 102호(반포동, 대림빌라) (반포4동)"
2033,홀츠앤키즈맑은샘어린이집,02-386-1110,"서울특별시 은평구 불광로 122-10 ,북한산힐스테이트 3차 관리동 (불광동) (불광제1동)"
2034,구립 큰솔어린이집,02-2602-7061,"서울특별시 양천구 신정이펜2로 55 ,신정이펜하우스 2단지 보육시설 (신정3동)"
2035,청화어린이집,02-3785-1684,"서울특별시 용산구 보광로 14 ,A동 108호(보광동, 신동아1차아파트) (보광동)"
2036,고운숲어린이집,02-386-8880,"서울특별시 은평구 진관2로 57-37 ,우물골아파트240동1층 (진관동)"
2037,키즈맘어린이집,02-824-0377,"서울특별시 동작구 알마타길 28 ,(대방동) (대방동)"
2038,새하늘어린이집,02-967-0006,"서울특별시 동대문구 왕산로 312 ,제칠안식일예수재림교 본부교회 (휘경제1동)"
2039,대림꼬마숲어린이집,02-2298-0707,"서울특별시 성동구 행당로 75 ,112동 104호(행당동, 대림이편한세상아파트) (행당제2동)"
2040,자람어린이집,02-525-9151,"서울특별시 동작구 사당로16길 96 ,102동 101호(사당동, 사당휴먼시아) (사당제4동)"
2041,서울의료원어린이집,02-2276-7601,"서울특별시 중랑구 신내로 156 ,(신내동) (신내1동)"
2042,신나라어린이집,02-6489-3003,"서울특별시 양천구 신정이펜1로 50 ,이펜하우스 3단지 302동 102호 (신정3동) (신정3동)"
2043,팬더어린이집,02-2646-2838,"서울특별시 양천구 목동서로 340 ,923동 105호(신정동, 신시가지9단지아파트) (신정1동)"
2044,서울대학교어린이보육지원센터 느티나무어린이집,02-880-5798,"서울특별시 관악구 관악로 1 ,(봉천동) [낙성대동] (낙성대동)"
2045,사랑숲어린이집,02-3012-7177,"서울특별시 송파구 중대로20길 8 ,1F (가락2동)"
2046,열린세상어린이집,02-2672-9333,"서울특별시 영등포구 선유로33길 22 ,101동 106호(양평동3가, 양평경남아파트) (양평제1동)"
2047,아이맘어린이집,02-416-0650,"서울특별시 송파구 송파대로 567 ,515동 103호(잠실동, 주공아파트) (잠실3동)"
2048,디즈니 어린이집,02-6212-5353,"서울특별시 성동구 독서당로 377 ,107동 102호(응봉동, 금호현대) (응봉동)"
2049,서초아이자람어린이집,02-586-1486,서울특별시 서초구 사임당로20길 48-4 (서초1동)
2050,구립아이뜰어린이집,02-802-8803,"서울특별시 금천구 벚꽃로 234 ,에이스하이엔드6차 (가산동) 102,103,104,105,109-1호 (가산동)"
2051,서빙고어린이집,02-749-6937,"서울특별시 용산구 녹사평대로 66 ,대우푸르지오파크타운 208동앞 (서빙고동)"
2052,누리꿈어린이집,02-3275-1123,"서울특별시 마포구 백범로 205 ,펜트라우스 104동 1층 (공덕동)"
2053,성원아이뽀어린이집,02-711-0125,"서울특별시 마포구 독막로28길 7 ,101동 104호(신수동, 신수동성원아파트) (신수동)"
2054,새별어린이집,02-322-3208,"서울특별시 마포구 희우정로 60-8 ,1층 (합정동) (합정동)"
2055,리틀프린스어린이집,02-481-1114,"서울특별시 강동구 아리수로93길 40 ,313동 104호(강일동674, 강일리버파크3단지아파트) (강일동)"
2056,아이즐어린이집,02-429-8777,"서울특별시 강동구 아리수로97길 68 ,208동 101호(강일동668, 강일리버파크2단지아파트) (강일동)"
2057,초코렛어린이집,02-2637-3653,"서울특별시 구로구 신도림로 87 ,110동 102호(신도림동, 동아1차아파트) (신도림동)"
2058,롯데예닮어린이집,02-3428-0303,"서울특별시 강동구 상암로 11 ,112동 101호(암사동, 선사현대아파트) (암사제2동)"
2059,성내삼성어린이집,02-486-3382,"서울특별시 강동구 풍성로 128 ,205동 105호(성내동590, 성내동삼성아파트) (성내제1동)"
2060,킨더트리 어린이집,070-4416-2722,"서울특별시 성북구 종암로24가길 80 ,래미안라센트아파트 관리동 (종암동) (종암동)"
2061,CJ키즈빌 어린이집,02-722-1070,"서울특별시 중구 동호로 330 ,(쌍림동) (광희동)"
2062,그레이튼어린이집,02-561-2205,"서울특별시 강남구 도곡로43길 20 ,래미안그레이튼2단지 관리동 (역삼제2동)"
2063,키즈랜드어린이집,02-451-5233,"서울특별시 강남구 헌릉로590길 100 ,리엔파크 1단지 관리동 내 키즈랜드어린이집 (세곡동)"
2064,해오름어린이집,02-587-2312,"서울특별시 서초구 방배로 16 ,7동 101호(방배동, 임광아파트) (방배3동)"
2065,아이맘어린이집,02-6347-0198,"서울특별시 구로구 구일로4길 65 ,105동 106호(구로동, 주공아파트) (구로제1동)"
2066,은아어린이집,02-6166-3072,"서울특별시 영등포구 선유서로 40 ,101동 101호(문래동6가, 베어스타운아파트) (문래동)"
2067,좋은친구어린이집,02-481-4584,"서울특별시 강동구 상암로4가길 24 ,(암사동) (암사제2동)"
2068,해피i어린이집,02-454-1565,"서울특별시 광진구 아차산로36길 35 ,702-105(자양동,우성7차아파트 ) (자양제3동)"
2069,산오름어린이집,02-428-3253,"서울특별시 강동구 아리수로94길 19 ,604동 104호(강일동, 강일리버파크6단지아파트) (강일동)"
2070,예꿈어린이집,02-408-3767,서울특별시 송파구 오금로64나길 9 (거여2동)
2071,꼬꼬맘 어린이집,02-501-2020,"서울특별시 강남구 논현로4길 41 ,(개포동) (개포제4동)"
2072,햇님나라어린이집,02-358-1005,"서울특별시 은평구 진관2로 111-7 ,은평뉴타운우물골아파트 218동 관리동 1층 (진관동) (진관동)"
2073,예손유앤아이어린이집,02-2060-3497,"서울특별시 구로구 가마산로 87 ,105동 102호(구로동, 한일유앤아파트) (구로제1동)"
2074,둥지어린이집,02-6464-9595,"서울특별시 성동구 행당로 79 ,131동 102호(행당동, 행당대림아파트) (행당제2동)"
2075,이우어린이집,02-400-5059,"서울특별시 송파구 성내천로47길 38 ,207동 101호(마천동, 파크데일아파트) (마천1동)"
2076,뽀로로와친구들 어린이집,02-2694-2023,"서울특별시 강서구 초록마을로16길 24 ,(화곡동) (화곡본동)"
2077,참사랑어린이집,02-2646-3321,"서울특별시 양천구 목동중앙본로26길 23 ,온세빌라 101호 (목동) (목2동)"
2078,아이네오어린이집,070-4327-0802,서울특별시 영등포구 당산동3가 당산로31길 32 (당산제1동)
2079,디딤돌굿맘어린이집,02-442-7727,"서울특별시 강동구 상일로 74 ,324동 101호(상일동490, 고덕리엔파크) (상일제2동)"
2080,이레몬테소리어린이집,02-6347-1223,"서울특별시 구로구 구일로8길 92 ,1동 102호(구로동, 중앙하이츠아파트) (구로제1동)"
2081,해다미어린이집,02-6339-0009,"서울특별시 구로구 천왕로 91 ,105동T101호(천왕동, 천왕이펜하우스 1단지) (오류제2동)"
2082,햇살어린이집,02-2236-4558,"서울특별시 중구 동호로14길 11-8 ,B동 102호(신당동, 뉴타운빌) (다산동)"
2083,아가랑어린이집,02-3012-9711,"서울특별시 송파구 송이로23길 22-20 ,101호 (가락2동)"
2084,아띠어린이집,02-2601-1608,"서울특별시 강서구 까치산로4다길 20 ,(화곡동) (화곡본동)"
2085,꿈땅어린이집,02-6338-7900,"서울특별시 송파구 성내천로37길 37 ,110동 103호(마천동, 송파파크데일1단지) (마천1동)"
2086,라온몬테소리어린이집,02-417-7942,"서울특별시 송파구 백제고분로28길 26 ,(삼전동) (삼전동)"
2087,아이재미어린이집,070-4197-0464,"서울특별시 강동구 고덕로80길 99 ,511동 104호 (고덕센트럴아이파크) (상일제1동)"
2088,예랑어린이집,02-427-8898,"서울특별시 강동구 고덕로 210 ,503동 105호(명일동, 삼익그린2차) (명일제1동)"
2089,홀츠앤키즈어린이집,02-448-7991,"서울특별시 송파구 충민로 188 ,송파파인타운1단지 관리동 (장지동)"
2090,하은어린이집,02-427-0888,"서울특별시 강동구 진황도로31길 26 ,(천호동 564 성원아파트) (천호제3동)"
2091,휴사랑어린이집,02-2244-4117,"서울특별시 동대문구 서울시립대로 14 ,청계한신휴플러스107-104 (답십리동) (답십리제1동)"
2092,아람 어린이집,02-907-9802,"서울특별시 도봉구 덕릉로 349 ,402동 103호(창동, 주공4단지아파트) (창제1동)"
2093,예원어린이집,02-6339-1020,"서울특별시 구로구 구일로4길 65 ,주공아파트 106동 106호 (구로동) (구로제1동)"
2094,잠전신사임당어린이집,02-416-6126,"서울특별시 송파구 백제고분로11길 14-14 ,잠전신사임당 (잠실본동)"
2095,호야 어린이집,02-459-1592,"서울특별시 강남구 헌릉로590길 11 ,세곡 리엔 파크 아파트 307-103 (세곡동)"
2096,이삭어린이집,02-453-5359,"서울특별시 광진구 뚝섬로40길 63-10 ,(자양동) (자양제3동)"
2097,키즈팜어린이집,02-453-8030,"서울특별시 광진구 뚝섬로47길 33 ,(자양동) (자양제1동)"
2098,호수어린이집,02-2066-0776,"서울특별시 구로구 남부순환로95길 54 ,106동 106호(개봉동, 삼환아파트) (개봉제2동)"
2099,예닮어린이집,02-3423-3338,"서울특별시 중랑구 신내로 155 ,806동 107호(신내동, 두산아파트) (신내2동)"
2100,아이사랑어린이집,02-2201-5151,"서울특별시 광진구 자양로3길 60 ,(자양동) (자양제2동)"
2101,이삭어린이집,02-426-8496,"서울특별시 강동구 아리수로97길 20 ,508동 102호(강일동670, 강일리버파크5단지아파트) (강일동)"
2102,리엔어린이집,02-459-8004,"서울특별시 강남구 헌릉로590길 11 ,세곡리엔파크3단지 관리동 (세곡동)"
2103,반포퍼스티지솔마을어린이집,02-534-7266,"서울특별시 서초구 반포대로 275 ,래미안퍼스티지 아파트 125동앞 (반포2동)"
2104,리틀아띠어린이집,02-481-0079,"서울특별시 강동구 상일로 74 ,326동 102호(상일동490, 고덕리엔파크) (상일제2동)"
2105,강일유희어린이집,02-6397-7031,"서울특별시 강동구 아리수로98길 25 ,703동102호(강일리버파크7단지) (강일동)"
2106,꽃뜰어린이집,02-2618-2004,"서울특별시 구로구 개봉로2길 133-15 ,105동 101호(개봉동, 개봉동현대아이파크아파트) (개봉제2동)"
2107,리틀킹어린이집,02-3660-8053,서울특별시 강서구 공항대로 607 (염창동)
2108,꼬마별어린이집,070-4312-1295,"서울특별시 강동구 상일로 74 ,336동 104호(고덕리엔파크) (상일제2동)"
2109,서머힐어린이집,02-6241-0081,"서울특별시 용산구 장문로 27 ,4동 103호(이태원동, 청화아파트) (이태원제1동)"
2110,이편한세상어린이집,02-816-5005,"서울특별시 동작구 보라매로 70 ,보라매 E-편한세상아파트 101동 보육시설 (신대방동) (신대방제2동)"
2111,라엘어린이집,02-826-4416,"서울특별시 동작구 성대로10길 44 ,(상도동) (상도제3동)"
2112,대림숲어린이집,02-2676-4649,"서울특별시 구로구 신도림로 16 ,101동 104호(신도림동, 신도림2차e-편한세상) (신도림동)"
2113,두빛나래어린이집,02-426-8898,"서울특별시 강동구 상일로 74 ,336동 102호(상일동490, 고덕리엔파크) (상일제2동)"
2114,동부아이사랑어린이집,02-358-4500,"서울특별시 은평구 진관2로 90 ,은평뉴타운 마고정아파트 311동 (진관동) (진관동)"
2115,상상놀이터어린이집,02-6406-4947,"서울특별시 광진구 자양로6길 9 ,(자양동) (자양제2동)"
2116,아기랑놀이랑어린이집,02-481-7942,"서울특별시 강동구 명일로 293 ,505-101(길동, 삼익파크아파트) (길동)"
2117,이마트어린이집,02-380-9105,서울특별시 성동구 성수동2가 뚝섬로 377 (성수2가제1동)
2118,진관하랑어린이집,02-303-8369,"서울특별시 은평구 진관2로 77 ,은평뉴타운 우물골아파트 204동 (진관동) (진관동)"
2119,리체꿈나라 어린이집,02-596-1441,"서울특별시 서초구 고무래로 35 ,(반포동) (반포1동)"
2120,양천구청 직장어린이집,02-2061-0665,"서울특별시 양천구 목동동로 81 ,해누리타운 1층 (신정동) (신정6동)"
2121,강동리베라움어린이집,02-426-0633,"서울특별시 강동구 동남로79길 26 ,고덕현대아이파크 관리동 1층 (고덕동 499) (고덕제1동)"
2122,청정원직장어린이집,02-2231-1896,"서울특별시 동대문구 난계로30길 31 ,(신설동) (용신동)"
2123,해이림어린이집,02-489-5929,"서울특별시 강동구 풍성로 147-5 ,(성내동 509-16) (성내제2동)"
2124,KTDS서초어린이집,02-3471-1264,"서울특별시 서초구 효령로 174 ,kds서초 어린이집 (서초3동)"
2125,햇님어린이집,02-306-1939,서울특별시 은평구 증산로7길 11-4 (증산동)
2126,금빛어린이집,070-4312-2274,"서울특별시 영등포구 도림로 313 ,가동 104호(신길동, 건영아파트) (신길제3동)"
2127,리틀아트짐어린이집,02-441-2234,"서울특별시 강동구 상일로 74 ,324동 104호(상일동, 고덕리엔파크) (상일제2동)"
2128,꿈꾸는어린이집,02-357-0050,"서울특별시 은평구 연서로44길 30 ,은평뉴타운폭포동아파트 425동 (진관동) (진관동)"
2129,암사꼬마숲어린이집,02-478-2476,"서울특별시 강동구 상암로 11 ,104동 107호(암사동, 선사현대아파트) (암사제2동)"
2130,강남키즈랜드어린이집,02-557-8112,"서울특별시 강남구 역삼로8길 11 ,(역삼동) (역삼제1동)"
2131,라온누리어린이집,02-6080-9842,"서울특별시 영등포구 도림로 365 ,103동 101호(도림동, 동아에코빌) (도림동)"
2132,초롱어린이집,02-2651-7716,"서울특별시 양천구 목동로 212 ,724동 108호(목동, 목동신시가지7단지아파트) (목1동)"
2133,꼬마숲어린이집,070-4312-3954,"서울특별시 성동구 고산자로 164 ,105동 103호(행당동, 행당한신) (행당제1동)"
2134,현대자연어린이집,02-354-1188,"서울특별시 은평구 연서로44길 7 ,은평뉴타운폭포동아파트 412동 (진관동) (진관동)"
2135,작은숲어린이집,02-3422-4291,"서울특별시 중랑구 숙선옹주로 91 ,408동 101호(묵동, 신내아파트) (묵제1동)"
2136,삼성래미안어린이집,02-356-7111,"서울특별시 은평구 진관3로 77 ,921동(진관동, 은평뉴타운구파발) (진관동)"
2137,선사어린이집,02-3426-1148,"서울특별시 강동구 상암로3길 70 ,(암사동 504-5) (암사제2동)"
2138,이화키즈어린이집,02-2061-0667,"서울특별시 양천구 목동중앙본로2길 45 ,목동근상프리즘아파트 106호 (목동) (목2동)"
2139,양재키움어린이집,02-575-1238,"서울특별시 서초구 동산로14길 13 ,라동 101호(양재동, 초원파크빌) (양재2동)"
2140,하은어린이집,02-2652-5755,"서울특별시 양천구 목동중앙북로7나길 20 ,1층 (목3동)"
2141,그린어린이집,02-471-9192,"서울특별시 강동구 풍성로42길 22 ,(성내동) (성내제1동)"
2142,구립성현햇살어린이집,02-878-6633,"서울특별시 관악구 관악로37길 65 ,(봉천동) [성현동] (성현동)"
2143,해원어린이집,02-986-2299,"서울특별시 강북구 도봉로76길 33 ,(미아동) (미아동)"
2144,미소담은어린이집,02-575-7989,"서울특별시 서초구 바우뫼로 89 ,105동 105호(양재동, 우성아파트) (양재1동)"
2145,양평늘푸른어린이집,02-2672-0224,"서울특별시 영등포구 양평동3가 선유로 207 ,609동 102호(양평동3가, 현대6차아파트) (양평제2동)"
2146,참빛어린이집,02-442-1183,"서울특별시 강동구 상암로 251 ,911동 105호(명일동, 고덕주공아파트) (명일제2동)"
2147,리틀예홍어린이집,02-489-3374,"서울특별시 강동구 성안로13길 28 ,1층 (성내동) (성내제2동)"
2148,길음성가어린이집,02-941-3391,서울특별시 성북구 길음로9길 50 (길음제1동)
2149,서초양재어린이집,02-578-7922,"서울특별시 서초구 강남대로34길 46-12 ,1층(양재동) (양재1동)"
2150,키즈랜드 어린이집,02-307-5233,"서울특별시 마포구 월드컵북로 502-7 ,월드컵파크 12단지 관리동 1층 (상암동) (상암동)"
2151,푸른성북어린이집,02-928-2114,"서울특별시 성북구 지봉로23길 51 ,(보문동2가) (보문동)"
2152,상상어린이집,02-991-3730,서울특별시 도봉구 도봉로108길 81 (창제2동)
2153,별빛어린이집,070-8746-4682,"서울특별시 용산구 이촌로 347 ,9동 102호(서빙고동, 신동아아파트) (서빙고동)"
2154,도만스쿨어린이집,02-2061-5865,"서울특별시 양천구 목동중앙본로 50-12 ,101동 101호(목동, 웨스트빌아파트) (목2동)"
2155,사랑나무 어린이집,02-334-2240,"서울특별시 마포구 방울내로 36 ,101동 102호(망원동, 두영이지안) (망원제2동)"
2156,깊은샘영재 어린이집,02-308-4390,서울특별시 마포구 새터산길 1-6 (성산제2동)
2157,아이세상어린이집,02-325-1515,"서울특별시 마포구 방울내로11길 27 ,노아아크빌 103호 (망원동) (망원제2동)"
2158,지혜로운어린이집,02-429-5551,서울특별시 강동구 고덕로20나길 14 (암사제1동)
2159,누리봄어린이집,02-422-5271,"서울특별시 송파구 위례성대로8길 28 ,101동 104호(방이동, 금호베스트빌아파트) (방이2동)"
2160,새롬이 어린이집,02-2065-2288,"서울특별시 양천구 신정로13길 38 ,104동 103호(신정동, 신정E-편한세상아파트) (신정3동)"
2161,목3동리라어린이집,02-2654-8489,"서울특별시 양천구 목동중앙남로 69 ,(목동) (목3동)"
2162,미예뜰 어린이집,02-909-5453,"서울특별시 성북구 길음로 33 ,삼성래미안 814동(관리동) (길음제1동)"
2163,우리캐슬어린이집,02-2601-6652,"서울특별시 양천구 오목로5길 19 ,양천롯데캐슬내 (신월동) (신월4동)"
2164,은빛어린이집,070-4046-2274,"서울특별시 영등포구 도신로 68 ,106동 107호(신길동, 신길우성1차아파트) (신길제3동)"
2165,대성꿈나무 어린이집,02-2602-7763,"서울특별시 양천구 중앙로29길 108 ,101동 103호(신정동, 대성유니드아파트) (신정3동)"
2166,까꿍 어린이집,070-4233-8201,"서울특별시 성북구 길음로9길 50 ,901동 102호(길음동, 길음뉴타운9단지아파트) (길음제1동)"
2167,래미안쁘띠 어린이집,070-4234-9016,"서울특별시 성북구 길음로9길 50 ,908동 102호(길음동, 길음뉴타운9단지아파트) (길음제1동)"
2168,두산위브 어린이집,02-915-5650,"서울특별시 성북구 길음로13길 22 ,길음뉴타운 두산위브아파트 관리동 (길음동) (길음제1동)"
2169,마미맘어린이집,02-6013-5106,"서울특별시 은평구 불광로 122-10 ,3204동 101호(불광동, 북한산힐스테이트3차아파트) (불광제1동)"
2170,강동다원어린이집,02-470-4706,"서울특별시 강동구 고덕로98길 160 ,1406동 103호 (상일제2동)"
2171,꿈터어린이집,02-909-5277,"서울특별시 성북구 길음로 33 ,래미안아파트 관리동 (길음제1동)"
2172,햇님어린이집,02-2299-1533,"서울특별시 성동구 마장로39길 43 ,102동 102호(마장동, 신성미소지움아파트) (마장동)"
2173,숲속키즈어린이집,02-702-5437,"서울특별시 용산구 새창로 70 ,103동 102호 (도원동,삼성래미안아파트) (용문동)"
2174,코코엔젤어린이집,02-302-3644,"서울특별시 마포구 월드컵북로 260 ,20동 109호(성산동, 성산시영) (성산제2동)"
2175,메이플트리어린이집,02-425-2077,"서울특별시 송파구 올림픽로 435 ,관리동 1층 (신천동) (잠실4동)"
2176,튼튼어린이집,02-443-0752,"서울특별시 송파구 송파대로 567 ,504동 104호(잠실동, 주공아파트) (잠실3동)"
2177,도원삼성어린이집,02-712-4242,"서울특별시 용산구 새창로 70 ,112동 104호(도원동, 삼성래미안아파트) (용문동)"
2178,조은아이어린이집,02-3482-7220,"서울특별시 서초구 잠원로14길 41 ,324동 106호(잠원동, 신반포아파트) (잠원동)"
2179,삼성해맑은 어린이집,02-911-7004,"서울특별시 성북구 종암로24가길 80 ,101동 103호(종암동, 래미안라센트아파트) (종암동)"
2180,킨더바움 어린이집,02-6229-0302,"서울특별시 성북구 오패산로 90 ,116동 101호 (하월곡동, 래미안월곡아파트) (월곡제1동)"
2181,하랑어린이집,02-6071-5309,"서울특별시 성동구 상원길 59 ,104동 104호(성수동1가, 쌍용아파트) (성수1가제2동)"
2182,라움어린이집,02-443-0320,서울특별시 송파구 백제고분로46길 32-34 (송파1동)
2183,다온어린이집,02-305-9820,"서울특별시 마포구 월드컵북로 502-36 ,1013동 103호(상암동, 월드컵파크 10단지) (상암동)"
2184,하늘어린이집,02-307-3332,"서울특별시 마포구 월드컵북로 502-36 ,월드컵파크 10단지 관리동 1층 (상암동) (상암동)"
2185,비율라어린이집,02-2633-6651,서울특별시 영등포구 도림로141가길 33-4 (문래동)
2186,태영어린이집,02-716-1026,"서울특별시 마포구 독막로 266 ,108동 101호(대흥동, 마포태영아파트) (용강동)"
2187,트리베라어린이집,02-981-2257,"서울특별시 강북구 삼양로27길 19 ,218동 1층 (미아동, 삼성래미안트리베라2차아파트) (삼각산동)"
2188,아이본어린이집,02-442-8958,"서울특별시 강동구 상일로19길 36 ,(고덕동 185번지) (고덕제2동)"
2189,풀잎어린이집,02-382-0202,"서울특별시 은평구 진관2로 60 ,은평뉴타운 마고정 333동 1층 (진관동) (진관동)"
2190,진관라온어린이집,02-387-0999,"서울특별시 은평구 진관1로 55 ,은평뉴타운 마고정 309동 1층 (진관동) (진관동)"
2191,한신키즈어린이집,02-432-0133,"서울특별시 중랑구 동일로 752 ,102동 106호(중화동, 중화한신아파트) (중화제1동)"
2192,아이린어린이집,02-2601-1300,서울특별시 강서구 초록마을로 157-19 (화곡제8동)
2193,드림아이어린이집,02-495-3378,"서울특별시 중랑구 동일로 752 ,102동 102호(중화동, 중화한신아파트) (중화제1동)"
2194,사랑숲어린이집,02-302-8050,"서울특별시 마포구 월드컵북로 502-37 ,월드컵파크 11단지 관리동 1층 (상암동) (상암동)"
2195,브니엘어린이집,02-6160-5571,"서울특별시 강남구 개포로109길 5 ,304동 106호(개포동, 대청아파트) (일원2동)"
2196,석촌사임당어린이집,02-414-1866,"서울특별시 송파구 가락로11길 13 ,(석촌동) (석촌동)"
2197,여의동어린이집,02-786-2727,"서울특별시 영등포구 국제금융로 124 ,(여의도동) (여의동)"
2198,늘사랑어린이집,02-935-0816,"서울특별시 노원구 누원로 18 ,,4단지내 관리사무소 1층(상계1동 수락리버시티) (상계1동)"
2199,이삭 어린이집,02-982-0644,"서울특별시 성북구 길음로 16 ,609동 104호(길음동, 길음뉴타운) (길음제1동)"
2200,잼잼서밋어린이집,02-2662-9009,"서울특별시 강서구 양천로14길 118 ,우림상가 1층 (방화동) (방화제2동)"
2201,책읽는어린이집,02-6359-1105,"서울특별시 용산구 이촌로 201 ,201동 103호(이촌동, 한가람아파트) (이촌제1동)"
2202,베베콩어린이집,02-3422-6566,"서울특별시 중랑구 신내로 127 ,902동 106호(신내동, 신내진흥아파트) (신내2동)"
2203,엄마랑어린이집,02-915-4060,"서울특별시 성북구 길음로 33 ,817동 103호(길음동, 길음뉴타운8단지아파트) (길음제1동)"
2204,길음꼬마숲 어린이집,02-943-1646,"서울특별시 성북구 길음로 33 ,819동103호(길음동,삼성래미안아파트) (길음제1동)"
2205,시온 어린이집,02-6053-1595,"서울특별시 성북구 길음로 33 ,816동101호(길음동,삼성래미안아파트) (길음제1동)"
2206,늘푸른어린이집,02-833-3700,"서울특별시 영등포구 도신로15라길 5-7 ,101동 103호(도림동, 한라아파트) (도림동)"
2207,상계8동어린이집,02-937-7735,"서울특별시 노원구 동일로227길 86 ,주공15단지 관리동 (상계8동)"
2208,압구정아람어린이집,02-545-0513,"서울특별시 강남구 압구정로 311 ,(압구정동) (압구정동)"
2209,키즈래미안어린이집,02-945-5561,"서울특별시 강북구 삼양로19길 25 ,관리동 (미아동, 삼성래미안트리베라1차아파트) (삼각산동)"
2210,파인5어린이집,02-404-5058,"서울특별시 송파구 충민로4길 5 ,송파파인타운5단지아파트 내 관리동 (장지동) (장지동)"
2211,푸른숲어린이집,02-476-0607,"서울특별시 강동구 동남로67길 42 ,(명일동) (명일제2동)"
2212,꼬마대통령 어린이집,02-2253-6007,"서울특별시 성동구 무수막길 72 ,(금호동2가) (금호2.3가동)"
2213,꽃그네어린이집,02-2642-1008,"서울특별시 양천구 목동중앙본로 34 ,월드메르디앙아파트 101동 103호 (목2동)"
2214,힐스테이트 어린이집,02-466-5331,"서울특별시 성동구 성수일로4길 26 ,서울숲힐스테이트 아파트 단지내 관리노인정 1층 (성수동2가) (성수2가제1동)"
2215,도담공동육아어린이집,02-905-5698,서울특별시 도봉구 해등로34길 77 (방학제3동)
2216,다예린어린이집,02-309-0279,"서울특별시 마포구 월드컵북로 260 ,27동 104호(성산동, 성산시영) (성산제2동)"
2217,삼성래미안어린이집,02-830-5755,"서울특별시 영등포구 양평동2가 영등포로3길 9 ,105동 106호(양평동2가, 양평삼성아파트) (양평제1동)"
2218,엄마품어린이집,02-2682-7772,"서울특별시 구로구 오류로8다길 9 ,다동 106호(오류동, 우석빌라) (오류제2동)"
2219,하늘별 어린이집,02-6406-7325,"서울특별시 성북구 오패산로16가길 40 ,101동 104호(하월곡동, 꿈의숲푸르지오아파트) (월곡제1동)"
2220,브레인어린이집,02-6440-9533,"서울특별시 강남구 헌릉로590길 10 ,세곡리엔파크아파트 201동 101호 (세곡동)"
2221,월곡푸르지오어린이집,02-919-2233,"서울특별시 성북구 오패산로16가길 40 ,113동 104호(하월곡동, 꿈의숲푸르지오아파트) (월곡제1동)"
2222,당산사임당어린이집,02-2672-2250,"서울특별시 영등포구 당산로36길 12 ,203동 102호(당산동4가, 삼성아파트) (당산제2동)"
2223,하늘보라어린이집,02-449-6110,"서울특별시 강동구 성내로6가길 29 ,201동 101호(성내동, 동원아파트) (성내제1동)"
2224,아이사랑어린이집,02-3423-1239,"서울특별시 중랑구 신내로 155 ,802동 103호(신내동, 화성두산아파트) (신내2동)"
2225,자연어린이집,02-790-3903,"서울특별시 용산구 이촌로87길 13 ,104동 104호(이촌동, 강촌아파트) (이촌제1동)"
2226,사랑해어린이집,02-452-1198,"서울특별시 광진구 뚝섬로52마길 66 ,(자양동) (자양제2동)"
2227,반포퍼스티지 하늘어린이집,02-534-7274,"서울특별시 서초구 반포대로 275 ,(반포동) (반포2동)"
2228,구립 진관어린이집,02-358-0181,서울특별시 은평구 진관1로 48 (진관동)
2229,남서울교회부설 꿈이있는어린이집,02-833-7213,"서울특별시 영등포구 신풍로16길 1 ,꿈이있는 어린이집 (신길제6동)"
2230,튼튼어린이집,02-2653-3313,"서울특별시 강서구 등촌로39라길 21 ,(등촌동) (등촌제2동)"
2231,영어린이집,02-3477-7929,"서울특별시 서초구 잠원로14길 54 ,101호(잠원동, 신화아파트) (잠원동)"
