,filename,width,height,fps,frame count
719,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_3_1.mp4,640,360,23.976023976023978,106
720,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_3_14.mp4,640,360,23.976023976023978,118
721,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_3_13.mp4,640,360,23.976023976023978,88
722,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_3_15.mp4,640,360,23.976023976023978,170
723,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_3_16.mp4,640,360,23.976023976023978,151
724,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id123-1.mp4,840,328,30.0,174
725,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_3_12.mp4,640,360,23.976023976023978,133
726,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_3_3.mp4,640,360,23.976023976023978,162
727,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_3_2.mp4,640,360,23.976023976023978,125
728,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_3_4.mp4,640,360,23.976023976023978,154
729,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_3_5.mp4,640,360,23.976023976023978,153
730,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_3_6.mp4,640,360,23.976023976023978,109
731,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_3_8.mp4,640,360,23.976023976023978,157
732,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_3_7.mp4,640,360,23.976023976023978,167
733,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_3_9.mp4,640,360,23.976023976023978,139
734,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_4_1.mp4,640,360,23.976023976023978,121
735,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_4_10.mp4,640,360,23.976023976023978,85
736,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id124-1.mp4,840,328,30.0,113
737,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_4_12.mp4,640,360,23.976023976023978,106
738,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_4_11.mp4,640,360,23.976023976023978,134
739,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_4_14.mp4,640,360,23.976023976023978,78
740,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_4_13.mp4,640,360,23.976023976023978,131
741,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_4_16.mp4,640,360,23.976023976023978,98
742,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_4_2.mp4,640,360,23.976023976023978,82
743,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_4_15.mp4,640,360,23.976023976023978,124
744,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_4_3.mp4,640,360,23.976023976023978,103
745,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_4_5.mp4,640,360,23.976023976023978,151
746,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_4_4.mp4,640,360,23.976023976023978,152
747,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id124-2.mp4,840,328,30.0,201
748,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_4_6.mp4,640,360,23.976023976023978,124
749,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_4_7.mp4,640,360,23.976023976023978,79
750,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_4_9.mp4,640,360,23.976023976023978,130
751,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_5_1.mp4,640,360,23.976023976023978,152
752,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_4_8.mp4,640,360,23.976023976023978,107
753,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_5_2.mp4,640,360,23.976023976023978,128
754,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_5_10.mp4,640,360,23.976023976023978,118
755,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_5_11.mp4,640,360,23.976023976023978,168
756,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_5_3.mp4,640,360,23.976023976023978,113
757,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_5_5.mp4,640,360,23.976023976023978,139
758,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id125-1.mp4,840,328,30.0,155
759,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_5_4.mp4,640,360,23.976023976023978,154
760,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_5_6.mp4,640,360,23.976023976023978,100
761,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_5_7.mp4,640,360,23.976023976023978,118
762,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_5_8.mp4,640,360,23.976023976023978,169
763,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_5_9.mp4,640,360,23.976023976023978,159
764,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_6_1.mp4,640,360,23.976023976023978,86
765,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_6_2.mp4,640,360,23.976023976023978,125
766,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_6_3.mp4,640,360,23.976023976023978,145
767,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_6_4.mp4,640,360,23.976023976023978,122
768,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_6_5.mp4,640,360,23.976023976023978,87
769,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_6_6.mp4,640,360,23.976023976023978,129
770,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_6_7.mp4,640,360,23.976023976023978,100
771,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id127-1.mp4,840,328,30.0,149
772,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_6_9.mp4,640,360,23.976023976023978,100
773,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_6_8.mp4,640,360,23.976023976023978,121
774,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_7_1.mp4,640,360,23.976023976023978,119
775,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_7_11.mp4,640,360,23.976023976023978,145
776,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_7_10.mp4,640,360,23.976023976023978,95
777,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_7_12.mp4,640,360,23.976023976023978,117
778,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_7_13.mp4,640,360,23.976023976023978,130
779,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_7_15.mp4,640,360,23.976023976023978,156
780,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_7_14.mp4,640,360,23.976023976023978,119
781,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_7_16.mp4,640,360,23.976023976023978,136
782,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id128-1.mp4,840,292,30.0,232
783,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_7_2.mp4,640,360,23.976023976023978,175
784,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_7_3.mp4,640,360,23.976023976023978,138
785,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_7_5.mp4,640,360,23.976023976023978,129
786,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_7_4.mp4,640,360,23.976023976023978,101
787,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_7_6.mp4,640,360,23.976023976023978,110
788,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_7_7.mp4,640,360,23.976023976023978,126
789,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_7_9.mp4,640,360,23.976023976023978,132
790,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_7_8.mp4,640,360,23.976023976023978,109
791,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_8_1.mp4,640,360,23.976023976023978,162
792,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_8_4.mp4,640,360,23.84766694380792,98
793,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_8_2.mp4,640,360,23.976023976023978,111
794,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id129-2.mp4,840,312,30.0,172
795,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id12_8_3.mp4,640,360,23.976023976023978,138
796,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id130-1_1.mp4,744,500,30.0,95
797,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id130-1_2.mp4,744,500,30.0,227
798,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id130-1_3.mp4,744,500,30.0,196
799,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id130-1_4.mp4,744,500,30.0,195
800,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id136-2.mp4,824,388,30.0,127
801,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id130-1_5.mp4,744,500,30.0,139
802,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id138-1.mp4,824,340,30.0,69
803,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id137-2.mp4,824,332,30.0,100
804,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id13_1.mp4,1280,720,29.97179125528914,170
805,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id130-2_1.mp4,744,500,30.0,93
806,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id13_5_2.mp4,1280,720,30.19981834695731,133
807,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id130-2_2.mp4,744,500,30.0,197
808,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id140-1.mp4,840,368,30.0,85
809,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id130-2_3.mp4,744,500,30.0,171
810,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id130-2_4.mp4,744,500,30.0,148
811,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id130-2_5.mp4,744,500,30.0,241
812,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id130-3_1.mp4,744,500,30.0,97
813,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id130-3_2.mp4,744,500,30.0,239
814,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id130-3_3.mp4,744,500,30.0,194
815,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id130-3_4.mp4,744,500,30.0,135
816,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id130-3_5.mp4,744,500,30.0,251
817,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id15_11.mp4,1280,720,25.0,99
818,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id130-4_2.mp4,744,500,30.0,253
819,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id15_13_1.mp4,1280,720,25.274725274725274,92
820,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id15_13_3.mp4,1280,720,25.25,101
821,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id15_14_10.mp4,1280,720,25.221238938053098,114
822,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id130-4_3.mp4,744,500,30.0,208
823,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id15_14_1.mp4,1280,720,25.324675324675326,78
824,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id15_14_3.mp4,1280,720,25.1953125,129
825,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id15_14_4.mp4,1280,720,25.27173913043478,93
826,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id130-4_6.mp4,744,500,30.0,251
827,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id15_14_7.mp4,1280,720,25.268817204301076,94
828,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id15_1_14.mp4,1280,720,25.204918032786885,123
829,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id15_1_2.mp4,1280,720,25.1953125,129
830,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id15_1_3.mp4,1280,720,25.263157894736842,96
831,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id15_1_6.mp4,1280,720,25.252525252525253,100
832,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id130-4_5.mp4,744,500,30.0,145
833,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id15_1_9.mp4,1280,720,25.201612903225808,125
834,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id15_3_10.mp4,1280,720,25.2,126
835,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id130-4_4.mp4,744,500,30.0,195
836,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id15_3_15.mp4,1280,720,25.238095238095237,106
837,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id15_3_6.mp4,1280,720,25.263157894736842,96
838,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id130-5.mp4,744,500,30.0,232
839,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id15_5_1.mp4,1280,720,25.208333333333332,121
840,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id15_5_4.mp4,1280,720,25.23148148148148,109
841,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id15_5_5.mp4,1280,720,25.217391304347824,116
842,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id130-4_7.mp4,744,500,30.0,195
843,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id17_1_1.mp4,1280,720,25.0,87
844,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id17_1_2.mp4,1280,720,25.0,154
845,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id17_1_3.mp4,1280,720,25.0,147
846,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id17_1_4.mp4,1280,720,25.0,115
847,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id17_1_6.mp4,1280,720,25.0,151
848,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id130-6_1.mp4,744,500,30.0,110
849,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id17_1_5.mp4,1280,720,25.0,233
850,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id17_2_1.mp4,1280,720,25.0,137
851,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id17_2_11.mp4,1280,720,25.0,121
852,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id17_2_12.mp4,1280,720,25.0,224
853,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id17_2_10.mp4,1280,720,25.0,158
854,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id17_2_14.mp4,1280,720,25.0,175
855,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id17_2_13.mp4,1280,720,25.0,189
856,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id17_2_15.mp4,1280,720,25.0,124
857,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id17_2_2.mp4,1280,720,25.0,155
858,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id17_2_3.mp4,1280,720,25.0,137
859,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id17_2_4.mp4,1280,720,25.0,119
860,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id17_2_8.mp4,1280,720,25.0,189
861,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id17_2_9.mp4,1280,720,25.0,182
862,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id130-6_10.mp4,744,500,30.0,287
863,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id17_3_3.mp4,1280,720,25.0,112
864,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id130-6_11.mp4,744,500,30.0,244
865,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id17_3_6.mp4,1280,720,25.0,112
866,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id17_5_4.mp4,1280,720,25.0,75
867,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id130-6_12.mp4,744,500,30.0,205
868,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id19_1_2.mp4,1280,720,25.150602409638555,167
869,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id19_1_3.mp4,1280,720,25.21186440677966,119
870,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id19_1_5.mp4,1280,720,25.178571428571427,141
871,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id19_3_1.mp4,1280,720,25.28735632183908,88
872,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id130-6_13.mp4,744,500,30.0,172
873,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id19_3_12.mp4,1280,720,25.16891891891892,149
874,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id19_3_11.mp4,1280,720,25.134408602150536,187
875,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id19_3_13.mp4,1280,720,25.192307692307693,131
876,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id19_3_14.mp4,1280,720,25.213675213675213,118
877,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id19_3_2.mp4,1280,720,25.132275132275133,190
878,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id19_3_3.mp4,1280,720,25.135135135135137,186
879,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id19_3_4.mp4,1280,720,25.171232876712327,147
880,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id19_3_5.mp4,1280,720,25.240384615384617,105
881,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id130-6_2.mp4,744,500,30.0,259
882,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id19_3_6.mp4,1280,720,25.13586956521739,185
883,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id19_3_7.mp4,1280,720,25.174825174825173,144
884,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id19_3_8.mp4,1280,720,25.206611570247933,122
885,/content/drive/Shareddrives/2021청년인재_고려대과정_10조/Raw Data/Crawling Data/cropped_noFight/CA-N-YT-id20_2.mp4,656,480,25.0,166
